"Aircraft.Damage","Amateur.Built","Purpose.of.Flight","Weather.Condition","Broad.Phase.of.Flight","Event.Year","Fatal","Engine.Count","Total.Injuries","Total.Passengers"
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Business","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Business","VMC","LANDING","1982-1985",0,"1",0,1
"Destroyed","No","Other Work Use","VMC","MANEUVERING","1982-1985",0,"1",0,2
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","DESCENT","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,2
"Substantial","No","Aerial Application","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","GO-AROUND","1982-1985",0,"1",1,1
"Substantial","No","Instructional","VMC","TAKEOFF","1982-1985",0,"2+",0,2
"Substantial","Yes","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,6
"Destroyed","No","Instructional","VMC","TAKEOFF","1982-1985",1,"2+",2,4
"Destroyed","No","Instructional","VMC","STANDING","1982-1985",1,"1",2,4
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"2+",0,1
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","LANDING","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",4,4
"Destroyed","No","Personal","VMC","CRUISE","1982-1985",1,"1",1,1
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","GO-AROUND","1982-1985",0,"1",2,2
"Destroyed","No","Personal","VMC","GO-AROUND","1982-1985",1,"2+",2,2
"Substantial","Yes","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","MANEUVERING","1982-1985",0,"1",0,2
"Substantial","No","Business","VMC","CRUISE","1982-1985",0,"1",3,3
"Destroyed","No","Personal","VMC","APPROACH","1982-1985",1,"1",1,1
"Substantial","No","Aerial Observation","VMC","CRUISE","1982-1985",0,"1",1,2
"Substantial","No","Business","VMC","GO-AROUND","1982-1985",0,"1",1,1
"Destroyed","No","Aerial Application","VMC","CRUISE","1982-1985",0,"1",1,1
"Destroyed","No","Personal","IMC","CRUISE","1982-1985",1,"1",2,2
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,3
"Substantial","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",0,2
"Destroyed","No","Personal","VMC","LANDING","1982-1985",0,"2+",0,1
"Substantial","No","Other Work Use","VMC","LANDING","1982-1985",0,"2+",0,1
"Substantial","No","Aerial Application","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CLIMB","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CLIMB","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Business","VMC","TAXI","1982-1985",0,"1",1,3
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Destroyed","No","Personal","VMC","APPROACH","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Substantial","No","Personal","IMC","MANEUVERING","1982-1985",0,"1",4,4
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",2,3
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,4
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",2,2
"Destroyed","No","Personal","VMC","LANDING","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",1,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","Yes","Personal","VMC","CRUISE","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",2,2
"Destroyed","Yes","Personal","VMC","MANEUVERING","1982-1985",1,"1",2,2
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Substantial","No","Personal","VMC","DESCENT","1982-1985",0,"1",0,2
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Business","VMC","APPROACH","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",1,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,4
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",3,3
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","LANDING","1982-1985",0,"1",0,1
"Destroyed","No","Aerial Application","VMC","CRUISE","1982-1985",0,"1",0,1
"Substantial","Yes","Instructional","VMC","TAKEOFF","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,6
"Destroyed","No","Personal","VMC","GO-AROUND","1982-1985",1,"2+",1,1
"Substantial","No","Instructional","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,1
"Substantial","No","Ferry","VMC","CRUISE","1982-1985",0,"1",0,1
"Substantial","No","Other Work Use","VMC","TAKEOFF","1982-1985",0,"2+",1,2
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",4,4
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",1,"1",5,5
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Minor","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","GO-AROUND","1982-1985",0,"1",0,1
"Destroyed","No","Other Work Use","VMC","APPROACH","1982-1985",1,"2+",2,2
"Substantial","Yes","Personal","VMC","APPROACH","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",1,"1",2,2
"Substantial","No","Instructional","VMC","APPROACH","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,3
"Destroyed","Yes","Instructional","VMC","MANEUVERING","1982-1985",1,"1",2,2
"Substantial","No","Business","VMC","APPROACH","1982-1985",0,"1",2,2
"Destroyed","No","Business","VMC","TAXI","1982-1985",0,"1",0,4
"Substantial","No","Instructional","VMC","STANDING","1982-1985",0,"1",0,4
"Substantial","No","Other Work Use","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Business","IMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"2+",0,2
"Substantial","No","Instructional","VMC","TAKEOFF","1982-1985",0,"1",1,2
"Substantial","No","Business","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Destroyed","Yes","Personal","VMC","APPROACH","1982-1985",1,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",2,3
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,4
"Substantial","No","Instructional","VMC","GO-AROUND","1982-1985",0,"1",1,2
"Destroyed","No","Business","VMC","CLIMB","1982-1985",1,"2+",8,8
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"2+",2,2
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Executive/Corporate","VMC","LANDING","1982-1985",0,"2+",0,3
"Destroyed","No","Business","VMC","LANDING","1982-1985",0,"1",2,2
"Substantial","No","Business","VMC","APPROACH","1982-1985",0,"2+",0,1
"Substantial","No","Instructional","VMC","STANDING","1982-1985",0,"1",0,2
"Substantial","No","Aerial Application","VMC","TAXI","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",2,2
"Destroyed","No","Personal","IMC","CRUISE","1982-1985",1,"1",5,5
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",1,2
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",1,"1",1,1
"Destroyed","Yes","Personal","VMC","APPROACH","1982-1985",0,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","LANDING","1982-1985",0,"1",0,3
"Destroyed","No","Personal","IMC","MANEUVERING","1982-1985",1,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Destroyed","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",0,3
"Destroyed","Yes","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Business","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",0,2
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,2
"Minor","No","Instructional","VMC","MANEUVERING","1982-1985",0,"1",0,4
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Aerial Observation","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","DESCENT","1982-1985",0,"1",0,2
"Substantial","Yes","Personal","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,4
"Substantial","No","Instructional","VMC","CRUISE","1982-1985",0,"1",0,1
"Destroyed","No","Personal","IMC","CRUISE","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","GO-AROUND","1982-1985",1,"1",4,4
"Destroyed","No","Personal","VMC","CRUISE","1982-1985",1,"2+",1,1
"Substantial","No","Instructional","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,3
"Substantial","No","Aerial Application","VMC","LANDING","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,2
"Substantial","Yes","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","Yes","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","MANEUVERING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,1
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",2,2
"Destroyed","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Instructional","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","Yes","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Destroyed","No","Business","VMC","CRUISE","1982-1985",0,"2+",0,3
"Destroyed","No","Aerial Observation","VMC","TAXI","1982-1985",0,"1",2,3
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Minor","Yes","Personal","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,2
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",2,2
"Substantial","Yes","Personal","VMC","CRUISE","1982-1985",0,"1",0,1
"Destroyed","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",1,1
"Destroyed","Yes","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",1,"1",2,2
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",4,4
"Destroyed","No","Personal","VMC","CRUISE","1982-1985",1,"1",2,2
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,1
"Substantial","No","Business","VMC","CRUISE","1982-1985",0,"1",1,4
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","CRUISE","1982-1985",0,"1",0,2
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","Yes","Personal","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Aerial Application","VMC","CRUISE","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",1,"1",4,4
"Destroyed","No","Personal","IMC","CLIMB","1982-1985",1,"2+",2,2
"Destroyed","No","Personal","VMC","APPROACH","1982-1985",1,"1",3,3
"Substantial","No","Public Aircraft","VMC","MANEUVERING","1982-1985",0,"1",1,2
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Business","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","APPROACH","1982-1985",0,"1",3,3
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","Yes","Personal","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Other Work Use","VMC","CLIMB","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,3
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","GO-AROUND","1982-1985",0,"1",0,2
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,1
"Minor","No","Personal","VMC","LANDING","1982-1985",0,"1",0,1
"Destroyed","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",2,2
"Substantial","No","Instructional","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Destroyed","No","Aerial Application","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",1,2
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",0,3
"Substantial","No","Aerial Application","VMC","CRUISE","1982-1985",0,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,4
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"2+",1,1
"Destroyed","No","Personal","IMC","MANEUVERING","1982-1985",1,"1",2,2
"Substantial","No","Business","VMC","CRUISE","1982-1985",0,"1",1,1
"Substantial","No","Instructional","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Instructional","VMC","MANEUVERING","1982-1985",0,"1",0,2
"Substantial","No","Business","VMC","STANDING","1982-1985",0,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",0,1
"Substantial","No","Instructional","VMC","TAXI","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",3,5
"Substantial","No","Instructional","VMC","APPROACH","1982-1985",0,"1",3,5
"Substantial","No","Business","VMC","LANDING","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",1,1
"Substantial","No","Instructional","VMC","CRUISE","1982-1985",0,"1",1,1
"Substantial","No","Other Work Use","VMC","CRUISE","1982-1985",0,"1",2,2
"Destroyed","No","Personal","IMC","CRUISE","1982-1985",1,"1",4,4
"Substantial","No","Business","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Destroyed","No","Personal","VMC","MANEUVERING","1982-1985",1,"1",1,1
"Destroyed","No","Ferry","VMC","CLIMB","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"2+",0,2
"Substantial","No","Other Work Use","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"2+",1,1
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",3,3
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",1,1
"Substantial","No","Aerial Application","VMC","MANEUVERING","1982-1985",0,"1",1,1
"Substantial","No","Business","VMC","LANDING","1982-1985",0,"1",0,2
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","TAXI","1982-1985",0,"1",0,2
"Substantial","No","Instructional","VMC","APPROACH","1982-1985",0,"1",0,1
"Destroyed","Yes","Personal","VMC","APPROACH","1982-1985",0,"1",1,1
"Substantial","No","Personal","VMC","LANDING","1982-1985",0,"1",0,3
"Substantial","No","Personal","VMC","TAKEOFF","1982-1985",0,"1",2,2
"Substantial","No","Personal","VMC","APPROACH","1982-1985",0,"1",0,1
"Substantial","No","Personal","VMC","TAXI","1982-1985",0,"1",0,1
